"gebiedcode15";"peildatum";"variabele";"waarde";"toelichting";
"Zoomlevel 1 / 18 Oud-Noord";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 1 / 19 Noord-Oost";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 3 / Mannen";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 3 / Vrouwen";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 5 / Laag (lager onderwijs)";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 5 / Hoog (hbo/wo)";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 8 / 19-64 jaar";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 8 / 65 jaar of ouder";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 9 / 19-34 jaar";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 9 / 35-64 jaar";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 9 / 65 jaar of ouder";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 10 / 19-34 jaar";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 10 / 35-49 jaar";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 10 / 50-64 jaar";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 10 / 65-74 jaar";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 10 / 75 jaar of ouder";"2012";"aandoeningen_bewegingsapparaat_agm";"-";"Percentage inwoners van 19 jaar en ouder met aandoeningen van het bewegingsapparaat, door arts vastgesteld (gewrichtsslijtage van heupen of knieën, chronische gewrichtsontsteking, osteoporose, ernstige aandoening van rug, nek, schouder, elleboog, pols of hand)";
"Zoomlevel 0 / Centrum";"2012";"lichamelijke_beperkingen_agm";"8";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / West";"2012";"lichamelijke_beperkingen_agm";"17,1";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / Nieuw-West";"2012";"lichamelijke_beperkingen_agm";"23,3";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / Zuid";"2012";"lichamelijke_beperkingen_agm";"10,3";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / Oost";"2012";"lichamelijke_beperkingen_agm";"13,4";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / Noord";"2012";"lichamelijke_beperkingen_agm";"22,5";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / Zuidoost";"2012";"lichamelijke_beperkingen_agm";"23,6";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / Totaal";"2012";"lichamelijke_beperkingen_agm";"16,5";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 1 Centrum-West";"2012";"lichamelijke_beperkingen_agm";"6";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 2 Centrum-Oost";"2012";"lichamelijke_beperkingen_agm";"9,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 3 Westerpark";"2012";"lichamelijke_beperkingen_agm";"20,4";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 4 Bos en Lommer";"2012";"lichamelijke_beperkingen_agm";"20,5";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2012";"lichamelijke_beperkingen_agm";"13,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2012";"lichamelijke_beperkingen_agm";"26";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 7 Osdorp";"2012";"lichamelijke_beperkingen_agm";"27,2";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2012";"lichamelijke_beperkingen_agm";"16,6";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 9 Slotervaart";"2012";"lichamelijke_beperkingen_agm";"21,7";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 10 Oud-Zuid";"2012";"lichamelijke_beperkingen_agm";"9,5";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2012";"lichamelijke_beperkingen_agm";"19,1";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2012";"lichamelijke_beperkingen_agm";"7,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 13 Oud-oost";"2012";"lichamelijke_beperkingen_agm";"14,7";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2012";"lichamelijke_beperkingen_agm";"13,7";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 15 Watergraafsmeer";"2012";"lichamelijke_beperkingen_agm";"10,5";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2012";"lichamelijke_beperkingen_agm";"-";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 17 Noord-West";"2012";"lichamelijke_beperkingen_agm";"21,7";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 18 Oud-Noord";"2012";"lichamelijke_beperkingen_agm";"22,8";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 19 Noord-Oost";"2012";"lichamelijke_beperkingen_agm";"23,3";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2012";"lichamelijke_beperkingen_agm";"29,3";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2012";"lichamelijke_beperkingen_agm";"24,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2012";"lichamelijke_beperkingen_agm";"19,8";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 3 / Mannen";"2012";"lichamelijke_beperkingen_agm";"13,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 3 / Vrouwen";"2012";"lichamelijke_beperkingen_agm";"19";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 5 / Laag (lager onderwijs)";"2012";"lichamelijke_beperkingen_agm";"50,3";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2012";"lichamelijke_beperkingen_agm";"29,3";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2012";"lichamelijke_beperkingen_agm";"14,5";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 5 / Hoog (hbo/wo)";"2012";"lichamelijke_beperkingen_agm";"4,6";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 8 / 19-64 jaar";"2012";"lichamelijke_beperkingen_agm";"13,1";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 8 / 65 jaar of ouder";"2012";"lichamelijke_beperkingen_agm";"36,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 9 / 19-34 jaar";"2012";"lichamelijke_beperkingen_agm";"6";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 9 / 35-64 jaar";"2012";"lichamelijke_beperkingen_agm";"17,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 9 / 65 jaar of ouder";"2012";"lichamelijke_beperkingen_agm";"36,9";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 10 / 19-34 jaar";"2012";"lichamelijke_beperkingen_agm";"-";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 10 / 35-49 jaar";"2012";"lichamelijke_beperkingen_agm";"-";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 10 / 50-64 jaar";"2012";"lichamelijke_beperkingen_agm";"-";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 10 / 65-74 jaar";"2012";"lichamelijke_beperkingen_agm";"-";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 10 / 75 jaar of ouder";"2012";"lichamelijke_beperkingen_agm";"-";"Percentage inwoners van 19 jaar en ouder met één of meer beperkingen bij horen, zien of bewegen";
"Zoomlevel 0 / Centrum";"2012";"gehoorbeperking_agm";"1,4";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / West";"2012";"gehoorbeperking_agm";"4,2";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / Nieuw-West";"2012";"gehoorbeperking_agm";"5,2";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / Zuid";"2012";"gehoorbeperking_agm";"2,1";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / Oost";"2012";"gehoorbeperking_agm";"3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / Noord";"2012";"gehoorbeperking_agm";"5,1";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / Zuidoost";"2012";"gehoorbeperking_agm";"5,5";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / Totaal";"2012";"gehoorbeperking_agm";"3,7";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 1 Centrum-West";"2012";"gehoorbeperking_agm";"2,3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 2 Centrum-Oost";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 3 Westerpark";"2012";"gehoorbeperking_agm";"4";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 4 Bos en Lommer";"2012";"gehoorbeperking_agm";"7,8";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2012";"gehoorbeperking_agm";"2,9";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2012";"gehoorbeperking_agm";"11,2";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 7 Osdorp";"2012";"gehoorbeperking_agm";"2,7";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2012";"gehoorbeperking_agm";"4,6";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 9 Slotervaart";"2012";"gehoorbeperking_agm";"1,5";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 10 Oud-Zuid";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2012";"gehoorbeperking_agm";"3,3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2012";"gehoorbeperking_agm";"1,8";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 13 Oud-oost";"2012";"gehoorbeperking_agm";"4,6";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2012";"gehoorbeperking_agm";"3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 15 Watergraafsmeer";"2012";"gehoorbeperking_agm";"1,2";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 17 Noord-West";"2012";"gehoorbeperking_agm";"5,5";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 18 Oud-Noord";"2012";"gehoorbeperking_agm";"4,3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 19 Noord-Oost";"2012";"gehoorbeperking_agm";"5,4";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2012";"gehoorbeperking_agm";"4,7";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2012";"gehoorbeperking_agm";"6,3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2012";"gehoorbeperking_agm";"5,4";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 3 / Mannen";"2012";"gehoorbeperking_agm";"3,8";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 3 / Vrouwen";"2012";"gehoorbeperking_agm";"3,6";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 5 / Laag (lager onderwijs)";"2012";"gehoorbeperking_agm";"14,8";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2012";"gehoorbeperking_agm";"5,4";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2012";"gehoorbeperking_agm";"2,7";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 5 / Hoog (hbo/wo)";"2012";"gehoorbeperking_agm";"0,7";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 8 / 19-64 jaar";"2012";"gehoorbeperking_agm";"3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 8 / 65 jaar of ouder";"2012";"gehoorbeperking_agm";"7,8";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 9 / 19-34 jaar";"2012";"gehoorbeperking_agm";"2,3";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 9 / 35-64 jaar";"2012";"gehoorbeperking_agm";"3,5";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 9 / 65 jaar of ouder";"2012";"gehoorbeperking_agm";"7,8";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 10 / 19-34 jaar";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 10 / 35-49 jaar";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 10 / 50-64 jaar";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 10 / 65-74 jaar";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 10 / 75 jaar of ouder";"2012";"gehoorbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gehoorbeperking";
"Zoomlevel 0 / Centrum";"2012";"gezichtsbeperking_agm";"3,6";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 0 / West";"2012";"gezichtsbeperking_agm";"9,2";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 0 / Nieuw-West";"2012";"gezichtsbeperking_agm";"10";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 0 / Zuid";"2012";"gezichtsbeperking_agm";"5,5";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 0 / Oost";"2012";"gezichtsbeperking_agm";"6,8";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 0 / Noord";"2012";"gezichtsbeperking_agm";"10,6";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 0 / Zuidoost";"2012";"gezichtsbeperking_agm";"13";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 0 / Totaal";"2012";"gezichtsbeperking_agm";"8,2";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 1 Centrum-West";"2012";"gezichtsbeperking_agm";"1,9";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 2 Centrum-Oost";"2012";"gezichtsbeperking_agm";"5,2";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 3 Westerpark";"2012";"gezichtsbeperking_agm";"9,9";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 4 Bos en Lommer";"2012";"gezichtsbeperking_agm";"12,1";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2012";"gezichtsbeperking_agm";"7,6";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2012";"gezichtsbeperking_agm";"9,3";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 7 Osdorp";"2012";"gezichtsbeperking_agm";"12,6";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2012";"gezichtsbeperking_agm";"6";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 9 Slotervaart";"2012";"gezichtsbeperking_agm";"11,5";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 10 Oud-Zuid";"2012";"gezichtsbeperking_agm";"4,7";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2012";"gezichtsbeperking_agm";"9,2";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2012";"gezichtsbeperking_agm";"4,7";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 13 Oud-oost";"2012";"gezichtsbeperking_agm";"5,7";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2012";"gezichtsbeperking_agm";"8,1";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 15 Watergraafsmeer";"2012";"gezichtsbeperking_agm";"4";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2012";"gezichtsbeperking_agm";"-";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 17 Noord-West";"2012";"gezichtsbeperking_agm";"9,2";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 18 Oud-Noord";"2012";"gezichtsbeperking_agm";"12";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 19 Noord-Oost";"2012";"gezichtsbeperking_agm";"10,9";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2012";"gezichtsbeperking_agm";"12,8";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2012";"gezichtsbeperking_agm";"13,5";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2012";"gezichtsbeperking_agm";"12,7";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 3 / Mannen";"2012";"gezichtsbeperking_agm";"7";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
"Zoomlevel 3 / Vrouwen";"2012";"gezichtsbeperking_agm";"9,3";"Percentage inwoners van 19 jaar en ouder met een gezichtsbeperking";
